accessionID,TRACING,Year,Month,Day,WeekNum,WeekRedux,recievedYMD,seqTest,receiveDate,seqSpecimen,age_days,weight_pounds,siteState,H1,H3,N1,N2,cultureResult,pcrSpecimen,ISUseq_found,stateIsUSA,partial,ISUseq_good,USDA_seqFound,clade,seq_phylo
2004017858,,2004,7,1,27,04-07-01,04-07-01,ISU,04-07-01,,NA,NA,,,,,,,,TRUE,TRUE,FALSE,TRUE,,beta,TRUE
2004018503,,2004,7,8,28,04-07-08,04-07-08,ISU,04-07-08,,14,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_III,TRUE
2004019378,,2004,7,15,29,04-07-15,04-07-15,ISU,04-07-15,,NA,NA,,,,,,,,TRUE,TRUE,FALSE,TRUE,,cluster_IV,TRUE
2004019955,,2004,7,21,30,04-07-23,04-07-21,ISU,04-07-21,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,not colored,TRUE
2004022641,,2004,8,17,34,04-08-21,04-08-17,ISU,04-08-17,,189,245,,,,,,,,TRUE,FALSE,FALSE,TRUE,,gamma,TRUE
2004024038,,2004,8,31,36,04-09-04,04-08-31,ISU,04-08-31,,49,25,,,,,,,,TRUE,TRUE,FALSE,TRUE,,not colored,TRUE
2004028741,,2004,10,20,43,04-10-22,04-10-20,ISU,04-10-20,,49,40,,,,,,,,TRUE,FALSE,FALSE,TRUE,,beta,TRUE
2004029162,,2004,10,26,44,04-10-30,04-10-26,ISU,04-10-26,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,beta,TRUE
2004029162,,2004,10,26,44,04-10-30,04-10-26,ISU,04-10-26,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,beta,TRUE
2004029843,,2004,11,2,45,04-11-06,04-11-02,ISU,04-11-02,,28,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2004030560,,2004,11,9,46,04-11-13,04-11-09,ISU,04-11-09,,49,40,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2004030843,,2004,11,11,46,04-11-11,04-11-11,ISU,04-11-11,,NA,NA,,,,,,,,TRUE,TRUE,FALSE,TRUE,,cluster_IV,TRUE
2004031192,,2004,11,16,47,04-11-20,04-11-16,ISU,04-11-16,,NA,NA,,,,,,,,TRUE,TRUE,FALSE,TRUE,,cluster_IV,TRUE
2004031602,,2004,11,19,47,04-11-17,04-11-19,ISU,04-11-19,,98,NA,,,,,,,,TRUE,TRUE,FALSE,TRUE,,gamma-like,TRUE
2004031620,,2004,11,19,47,04-11-17,04-11-19,ISU,04-11-19,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,gamma-like,TRUE
2004032156,,2004,11,30,49,04-12-04,04-11-30,ISU,04-11-30,,49,35,,,,,,,,TRUE,FALSE,FALSE,TRUE,,beta,TRUE
2004032298,,2004,11,30,49,04-12-04,04-11-30,ISU,04-11-30,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2004032437,,2004,12,1,49,04-12-03,04-12-01,ISU,04-12-01,,84,100,,,,,,,,,,,,,,FALSE
2004032524,,2004,12,2,49,04-12-02,04-12-02,ISU,04-12-02,,17.5,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2004033088,,2004,12,8,50,04-12-10,04-12-08,ISU,04-12-08,,84,NA,,,,,,,,TRUE,TRUE,FALSE,TRUE,,cluster_IV,TRUE
2004033345,,2004,12,10,50,04-12-08,04-12-10,ISU,04-12-10,,NA,NA,,,,,,,,TRUE,TRUE,FALSE,TRUE,,cluster_IV,TRUE
2004033524,,2004,12,13,51,04-12-19,04-12-13,ISU,04-12-13,,NA,NA,,,,,,,,,,,,,,FALSE
2004033524,,2004,12,13,51,04-12-19,04-12-13,ISU,04-12-13,,300,NA,,,,,,,,,,,,,,FALSE
2004033524,,2004,12,13,51,04-12-19,04-12-13,ISU,04-12-13,,77,NA,,,,,,,,,,,,,,FALSE
2004033532,,2004,12,14,51,04-12-18,04-12-14,ISU,04-12-14,,15,10,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2004034949,,2004,12,29,53,04-12-31,04-12-29,ISU,04-12-29,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,not colored,TRUE
2004034990,,2004,12,29,53,04-12-31,04-12-29,ISU,04-12-29,,140,NA,,,,,,,,TRUE,TRUE,FALSE,TRUE,,beta,TRUE
2005002357,,2005,1,26,5,05-01-30,05-01-26,ISU,05-01-26,,21,12.5,,,,,,,,TRUE,FALSE,FALSE,TRUE,,gamma,TRUE
2005003445,,2005,2,7,7,05-02-15,05-02-07,ISU,05-02-07,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005003722,,2005,2,9,7,05-02-13,05-02-09,ISU,05-02-09,,21,NA,,,,,,,,TRUE,TRUE,FALSE,TRUE,,beta,TRUE
2005003925,,2005,2,10,7,05-02-12,05-02-10,ISU,05-02-10,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005005349,,2005,2,24,9,05-02-26,05-02-24,ISU,05-02-24,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,gamma,TRUE
2005006769,,2005,3,10,11,05-03-12,05-03-10,ISU,05-03-10,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005006839,,2005,3,11,11,05-03-11,05-03-11,ISU,05-03-11,,NA,NA,,,,,,,,TRUE,TRUE,FALSE,TRUE,,gamma-like,TRUE
2005007116,,2005,3,15,12,05-03-21,05-03-15,ISU,05-03-15,,54,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,gamma-like,TRUE
2005007116,,2005,3,15,12,05-03-21,05-03-15,ISU,05-03-15,,165,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,gamma-like,TRUE
2005008063,,2005,3,23,13,05-03-27,05-03-23,ISU,05-03-23,,17.5,12.5,,,,,,,,TRUE,FALSE,FALSE,TRUE,,gamma-like,TRUE
2005009128,,2005,4,1,14,05-04-01,05-04-01,ISU,05-04-01,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005009132,,2005,4,1,14,05-04-01,05-04-01,ISU,05-04-01,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005009907,,2005,4,8,15,05-04-08,05-04-08,ISU,05-04-08,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,beta,TRUE
2005010191,,2005,4,12,16,05-04-18,05-04-12,ISU,05-04-12,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005011034,,2005,4,19,17,05-04-25,05-04-19,ISU,05-04-19,,NA,NA,,,,,,,,TRUE,TRUE,FALSE,TRUE,,cluster_IV,TRUE
2005011731,,2005,4,26,18,05-05-02,05-04-26,ISU,05-04-26,,NA,30,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005011819,,2005,4,26,18,05-05-02,05-04-26,ISU,05-04-26,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005011980,,2005,4,27,18,05-05-01,05-04-27,ISU,05-04-27,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,beta,TRUE
2005012496,,2005,5,3,19,05-05-09,05-05-03,ISU,05-05-03,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005012540,,2005,5,3,19,05-05-09,05-05-03,ISU,05-05-03,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005012946,,2005,5,5,19,05-05-07,05-05-05,ISU,05-05-05,,21,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005013149,,2005,5,6,19,05-05-06,05-05-06,ISU,05-05-06,,19,12,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005013149,,2005,5,6,19,05-05-06,05-05-06,ISU,05-05-06,,26,20,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005013260,,2005,5,10,20,05-05-16,05-05-10,ISU,05-05-10,,130,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,beta,TRUE
2005013628,,2005,5,12,20,05-05-14,05-05-12,ISU,05-05-12,,547.5,NA,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2005013763,,2005,5,12,20,05-05-14,05-05-12,ISU,05-05-12,,105,140,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005013914,,2005,5,13,20,05-05-13,05-05-13,ISU,05-05-13,,18,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005014309,,2005,5,18,21,05-05-22,05-05-18,ISU,05-05-18,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005015221,,2005,5,26,22,05-05-28,05-05-26,ISU,05-05-26,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005016733,,2005,6,9,24,05-06-11,05-06-09,ISU,05-06-09,,26,NA,,,,,,,,TRUE,TRUE,FALSE,TRUE,,not colored,TRUE
2005017439,,2005,6,16,25,05-06-18,05-06-16,ISU,05-06-16,,70,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005019879,,2005,7,13,29,05-07-17,05-07-13,ISU,05-07-13,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,gamma,TRUE
2005020093,,2005,7,14,29,05-07-16,05-07-14,ISU,05-07-14,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,gamma,TRUE
2005020098,,2005,7,14,29,05-07-16,05-07-14,ISU,05-07-14,,98,NA,,,,,,,,TRUE,TRUE,FALSE,TRUE,,beta,TRUE
2005021462,,2005,7,27,31,05-07-31,05-07-27,ISU,05-07-27,,NA,NA,,,,,,,,TRUE,TRUE,FALSE,TRUE,,beta,TRUE
2005021769,,2005,7,29,31,05-07-29,05-07-29,ISU,05-07-29,,140,150,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005021892,,2005,8,2,32,05-08-08,05-08-02,ISU,05-08-02,,NA,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005022511,,2005,8,5,32,05-08-05,05-08-05,ISU,05-08-05,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,beta,TRUE
2005023648,,2005,8,17,34,05-08-21,05-08-17,ISU,05-08-17,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,delta2,TRUE
2005024518,,2005,8,25,35,05-08-27,05-08-25,ISU,05-08-25,,42,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,beta,TRUE
2005025338,,2005,9,1,36,05-09-03,05-09-01,ISU,05-09-01,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005025892,,2005,9,7,37,05-09-11,05-09-07,ISU,05-09-07,,182,250,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005026166,,2005,9,9,37,05-09-09,05-09-09,ISU,05-09-09,,40,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005026516,,2005,9,13,38,05-09-19,05-09-13,ISU,05-09-13,,56,45,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2005027006,,2005,9,16,38,05-09-16,05-09-16,ISU,05-09-16,,49,40,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005027006,,2005,9,16,38,05-09-16,05-09-16,ISU,05-09-16,,21,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005027006,,2005,9,16,38,05-09-16,05-09-16,ISU,05-09-16,,NA,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005027063,,2005,9,16,38,05-09-16,05-09-16,ISU,05-09-16,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,delta2,TRUE
2005027913,,2005,9,23,39,05-09-23,05-09-23,ISU,05-09-23,,95,125,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2005028091,,2005,9,27,40,05-10-03,05-09-27,ISU,05-09-27,,NA,NA,,,,,,,,TRUE,TRUE,FALSE,TRUE,,beta,TRUE
2005028867,,2005,10,4,41,05-10-10,05-10-04,ISU,05-10-04,,84,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005028869,,2005,10,4,41,05-10-10,05-10-04,ISU,05-10-04,,21,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_IV,TRUE
2005029236,,2005,10,6,41,05-10-08,05-10-06,ISU,05-10-06,,18,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005029526,,2005,10,10,42,05-10-18,05-10-10,ISU,05-10-10,,56,NA,,,,,,,,,,,,,,FALSE
2005031306,,2005,10,25,44,05-10-31,05-10-25,ISU,05-10-25,,NA,60,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005031499,,2005,10,26,44,05-10-30,05-10-26,ISU,05-10-26,,28,15,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005032194,,2005,11,2,45,05-11-06,05-11-02,ISU,05-11-02,,NA,205,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005032524,,2005,11,3,45,05-11-05,05-11-03,ISU,05-11-03,,22.5,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005032524,,2005,11,3,45,05-11-05,05-11-03,ISU,05-11-03,,17.5,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005032524,,2005,11,3,45,05-11-05,05-11-03,ISU,05-11-03,,21,13.5,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005032673,,2005,11,4,45,05-11-04,05-11-04,ISU,05-11-04,,63,55,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2005033050,,2005,11,8,46,05-11-14,05-11-08,ISU,05-11-08,,120,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005033678,,2005,11,11,46,05-11-11,05-11-11,ISU,05-11-11,,NA,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005033913,,2005,11,15,47,05-11-21,05-11-15,ISU,05-11-15,,63,50,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2005034066,,2005,11,16,47,05-11-20,05-11-16,ISU,05-11-16,,NA,150,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2005034094,,2005,11,16,47,05-11-20,05-11-16,ISU,05-11-16,,24.5,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005034139,,2005,11,16,47,05-11-20,05-11-16,ISU,05-11-16,,NA,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005034257,,2005,11,17,47,05-11-19,05-11-17,ISU,05-11-17,,126,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005034665,,2005,11,22,48,05-11-28,05-11-22,ISU,05-11-22,,NA,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005034765,,2005,11,22,48,05-11-28,05-11-22,ISU,05-11-22,,70,NA,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2005034788,,2005,11,22,48,05-11-28,05-11-22,ISU,05-11-22,,56,40,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005035057,,2005,11,23,48,05-11-27,05-11-23,ISU,05-11-23,,94.5,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005035357,,2005,11,29,49,05-12-05,05-11-29,ISU,05-11-29,,NA,NA,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2005035712,,2005,12,1,49,05-12-03,05-12-01,ISU,05-12-01,,98,NA,,,,,,,,,,,,,,FALSE
2005035712,,2005,12,1,49,05-12-03,05-12-01,ISU,05-12-01,,42,NA,,,,,,,,,,,,,,FALSE
2005036001,,2005,12,5,50,05-12-13,05-12-05,ISU,05-12-05,,NA,325,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_III,TRUE
2005036001,,2005,12,5,50,05-12-13,05-12-05,ISU,05-12-05,,NA,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,cluster_III,TRUE
2005036176,,2005,12,6,50,05-12-12,05-12-06,ISU,05-12-06,,77,60,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2005036186,,2005,12,6,50,05-12-12,05-12-06,ISU,05-12-06,,NA,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005036440,,2005,12,8,50,05-12-10,05-12-08,ISU,05-12-08,,1460,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005036946,,2005,12,13,51,05-12-19,05-12-13,ISU,05-12-13,,36.75,15,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005037102,,2005,12,14,51,05-12-18,05-12-14,ISU,05-12-14,,105,100,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005038466,,2005,12,28,53,06-01-01,05-12-28,ISU,05-12-28,,31.5,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005038466,,2005,12,28,53,06-01-01,05-12-28,ISU,05-12-28,,NA,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005038466,,2005,12,28,53,06-01-01,05-12-28,ISU,05-12-28,,NA,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005038466,,2005,12,28,53,06-01-01,05-12-28,ISU,05-12-28,,21,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005038466,,2005,12,28,53,06-01-01,05-12-28,ISU,05-12-28,,28,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2005038466,,2005,12,28,53,06-01-01,05-12-28,ISU,05-12-28,,730,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2006000621,,2006,1,6,1,05-12-31,06-01-06,ISU,06-01-06,,21,NA,,,,,,,,TRUE,FALSE,FALSE,TRUE,,delta2,TRUE
2006000888,,2006,1,10,2,06-01-10,06-01-10,ISU,06-01-10,,24.5,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2006001133,,2006,1,11,2,06-01-09,06-01-11,ISU,06-01-11,,NA,NA,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2006001134,,2006,1,11,2,06-01-09,06-01-11,ISU,06-01-11,,21,NA,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2006001283,,2006,1,12,2,06-01-08,06-01-12,ISU,06-01-12,,91,70,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2006002121,,2006,1,19,3,06-01-15,06-01-19,ISU,06-01-19,,31.5,12.5,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2006003569,,2006,2,1,5,06-01-30,06-02-01,ISU,06-02-01,,210,NA,,,,,,,,TRUE,TRUE,TRUE,TRUE,,beta,TRUE
2006004172,,2006,2,7,6,06-02-07,06-02-07,ISU,06-02-07,,NA,100,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2006005623,,2006,2,17,7,06-02-11,06-02-17,ISU,06-02-17,,147,NA,,,,,,,,TRUE,TRUE,TRUE,TRUE,,beta,TRUE
2006005626,,2006,2,17,7,06-02-11,06-02-17,ISU,06-02-17,,126,NA,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2006005626,,2006,2,17,7,06-02-11,06-02-17,ISU,06-02-17,,84,NA,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2006005626,,2006,2,17,7,06-02-11,06-02-17,ISU,06-02-17,,98,NA,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2006005838,,2006,2,21,8,06-02-21,06-02-21,ISU,06-02-21,,180,30,,,,,,,,TRUE,FALSE,FALSE,TRUE,,gamma,TRUE
2006006850,,2006,2,28,9,06-02-28,06-02-28,ISU,06-02-28,,300,350,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2006007060,,2006,3,1,9,06-02-27,06-03-01,ISU,06-03-01,,120,175,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2006008680,,2006,3,14,11,06-03-14,06-03-14,ISU,06-03-14,,NA,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2006009190,,2006,3,16,11,06-03-12,06-03-16,ISU,06-03-16,,NA,35,,,,,,,,TRUE,TRUE,TRUE,TRUE,,cluster_IV,TRUE
2006009330,,2006,3,17,11,06-03-11,06-03-17,ISU,06-03-17,,NA,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2006010651,,2006,3,28,13,06-03-28,06-03-28,ISU,06-03-28,,35,NA,,,,,,,,TRUE,FALSE,TRUE,TRUE,,cluster_IV,TRUE
2006010652,,2006,3,28,13,06-03-28,06-03-28,ISU,06-03-28,,28,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2006011333,,2006,3,31,13,06-03-25,06-03-31,ISU,06-03-31,,NA,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2006011628,,2006,4,4,14,06-04-04,06-04-04,ISU,06-04-04,,112,150,,,,,,,,TRUE,TRUE,FALSE,TRUE,,beta,TRUE
2006013383,,2006,4,18,16,06-04-18,06-04-18,ISU,06-04-18,,21,NA,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2006014772,,2006,4,27,17,06-04-23,06-04-27,ISU,06-04-27,,49,60,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2006014973,,2006,4,28,17,06-04-22,06-04-28,ISU,06-04-28,,77,NA,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2006015169,,2006,5,2,18,06-05-02,06-05-02,ISU,06-05-02,,NA,NA,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2006016601,,2006,5,11,19,06-05-07,06-05-11,ISU,06-05-11,,21,12,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2006016606,,2006,5,11,19,06-05-07,06-05-11,ISU,06-05-11,,31.5,NA,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2006016607,,2006,5,11,19,06-05-07,06-05-11,ISU,06-05-11,,NA,220,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2006016848,,2006,5,12,19,06-05-06,06-05-12,ISU,06-05-12,,NA,NA,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
2006017016,,2006,5,16,20,06-05-16,06-05-16,ISU,06-05-16,,87.5,NA,,,,,,,,TRUE,TRUE,TRUE,,,,FALSE
2006017108,,2006,5,16,20,06-05-16,06-05-16,ISU,06-05-16,,77,65,,,,,,,,TRUE,FALSE,TRUE,,,,FALSE
